3:58:01 PM 01-09-2019
ORBIT Version: 0.1.98
Username:     Med X Stream
Computer:     DRSHD-0710-041C
Filename:     D:\Projects\Virtek Vision\7169005365 LPS-7\02_PLCE_230Vac50Hz_L1
Spectrum Analyzer:          RSESL6          Datapoints:                500 
<BEGIN LIMIT FILE: C:\Program Files\Orbit\Limits\Cispr 11\CISPR11_CE_ClassA_LISN.txt>
2
A m p l i t u d e  ( d B u V )
10
30
10
23
1
factor file # name
CISPR 11 Class A - Quasi-Peak
220
150
0,0,255
Blank1
4
0.15
79
0.5
79
0.5
73
30
73
CISPR 11 Class A - Average
220
220
0,0,127
Blank1
4
0.15
66
0.5
66
0.5
60
30
60
AUTOFACTOR Atten 10dB
AUTOFACTOR Cable 276 PLCE - 3m
AUTOFACTOR LISN 303 - L1
<END LIMIT FILE>
Frequency,Raw Reading,Atten 10dB Factor,Cable 276 PLCE - 3m Factor,LISN 303 - L1 Factor,Level
0.329459, 14.8108 , 10 , 0.0652 , 0.03 ,24.906
0.332782, 15.1471 , 10 , 0.0659 , 0.0257 ,25.2387
0.336106, 12.8507 , 10 , 0.0665 , 0.02 ,22.9372
0.339429, 11.8989 , 10 , 0.0672 , 0.02 ,21.9861
0.342752, 13.876 , 10 , 0.0679 , 0.02 ,23.9639
0.346075, 13.5926 , 10 , 0.0686 , 0.02 ,23.6812
0.349399, 11.7047 , 10 , 0.0692 , 0.02 ,21.7939
0.352722, 12.467 , 10 , 0.0699 , 0.02 ,22.5569
0.356045, 14.4037 , 10 , 0.0706 , 0.02 ,24.4943
0.359369, 13.2391 , 10 , 0.0713 , 0.0241 ,23.3345
0.362692, 11.9201 , 10 , 0.072 , 0.0272 ,22.0193
0.366015, 13.1489 , 10 , 0.0726 , 0.0215 ,23.243
0.369339, 13.1461 , 10 , 0.0733 , 0.0297 ,23.2491
0.372662, 12.2794 , 10 , 0.074 , 0.0212 ,22.3746
0.375985, 12.9044 , 10 , 0.0746 , 0.0275 ,23.0065
0.379309, 11.7933 , 10 , 0.0753 , 0.0238 ,21.8924
0.382632, 11.3214 , 10 , 0.076 , 0.02 ,21.4174
0.385955, 10.7049 , 10 , 0.0767 , 0.02 ,20.8016
0.389279, 11.2518 , 10 , 0.0774 , 0.02 ,21.3492
0.392602, 10.9859 , 10 , 0.078 , 0.02 ,21.0839
0.395925, 10.902 , 10 , 0.0787 , 0.02 ,21.0007
0.399248, 11.4384 , 10 , 0.0794 , 0.02 ,21.5378
0.402572, 13.4754 , 10 , 0.0801 , 0.02 ,23.5755
0.405895, 13.5408 , 10 , 0.0807 , 0.02 ,23.6415
0.409218, 10.4862 , 10 , 0.0814 , 0.02 ,20.5876
0.412542, 12.3194 , 10 , 0.0821 , 0.02 ,22.4215
0.415865, 13.2669 , 10 , 0.0827 , 0.02 ,23.3696
0.419188, 13.2235 , 10 , 0.0834 , 0.02 ,23.3269
0.422512, 11.9222 , 10 , 0.0841 , 0.02 ,22.0263
0.425835, 10.0142 , 10 , 0.0848 , 0.02 ,20.119
0.429158, 9.995 , 10 , 0.0855 , 0.02 ,20.1005
0.432482, 12.2008 , 10 , 0.0861 , 0.02 ,22.3069
0.435805, 12.0925 , 10 , 0.0868 , 0.02 ,22.1993
0.439128, 10.7798 , 10 , 0.0875 , 0.02 ,20.8873
0.442452, 11.8788 , 10 , 0.0882 , 0.02 ,21.987
0.445775, 12.5322 , 10 , 0.0888 , 0.02 ,22.641
0.449098, 12.5388 , 10 , 0.0895 , 0.02 ,22.6483
0.452422, 11.6875 , 10 , 0.0902 , 0.02 ,21.7977
0.455745, 11.6822 , 10 , 0.0909 , 0.02 ,21.7931
0.459068, 11.0538 , 10 , 0.0915 , 0.02 ,21.1653
0.462391, 11.068 , 10 , 0.0922 , 0.02 ,21.1802
0.465715, 10.7941 , 10 , 0.0929 , 0.02 ,20.907
0.469038, 10.6662 , 10 , 0.0936 , 0.02 ,20.7798
0.472361, 10.5766 , 10 , 0.0942 , 0.02 ,20.6908
0.475685, 10.4992 , 10 , 0.0949 , 0.02 ,20.6141
0.479008, 11.5475 , 10 , 0.0956 , 0.02 ,21.6631
0.482331, 11.9088 , 10 , 0.0963 , 0.02 ,22.0251
0.485655, 12.5406 , 10 , 0.0969 , 0.02 ,22.6575
0.488978, 12.6111 , 10 , 0.0976 , 0.02 ,22.7287
0.492301, 11.3801 , 10 , 0.0983 , 0.02 ,21.4984
0.495625, 12.291 , 10 , 0.099 , 0.02 ,22.41
0.498948, 12.0882 , 10 , 0.0997 , 0.02 ,22.2079
0.502271, 11.5969 , 10 , 0.1 , 0.02 ,21.7169
0.505595, 12.4697 , 10 , 0.1 , 0.02 ,22.5897
0.508918, 12.1505 , 10 , 0.1 , 0.02 ,22.2705
0.512241, 12.2368 , 10 , 0.1 , 0.02 ,22.3568
0.515564, 12.3168 , 10 , 0.1 , 0.02 ,22.4368
0.518888, 11.647 , 10 , 0.1 , 0.02 ,21.767
0.522211, 12.3468 , 10 , 0.1 , 0.02 ,22.4668
0.525534, 12.3881 , 10 , 0.1 , 0.02 ,22.5081
0.528858, 11.9798 , 10 , 0.1 , 0.02 ,22.0998
0.532181, 12.5901 , 10 , 0.1 , 0.02 ,22.7101
0.535504, 11.5205 , 10 , 0.1 , 0.02 ,21.6405
0.538828, 11.889 , 10 , 0.1 , 0.02 ,22.009
0.542151, 11.924 , 10 , 0.1 , 0.02 ,22.044
0.545474, 11.976 , 10 , 0.1 , 0.02 ,22.096
0.548798, 11.2542 , 10 , 0.1 , 0.02 ,21.3742
0.552121, 10.3663 , 10 , 0.1 , 0.02 ,20.4863
0.555444, 10.9968 , 10 , 0.1 , 0.02 ,21.1168
0.558768, 10.9565 , 10 , 0.1 , 0.02 ,21.0765
0.562091, 12.2298 , 10 , 0.1 , 0.02 ,22.3498
0.565414, 12.456 , 10 , 0.1 , 0.02 ,22.576
0.568737, 12.1976 , 10 , 0.1 , 0.02 ,22.3176
0.572061, 10.6705 , 10 , 0.1 , 0.02 ,20.7905
0.575384, 12.0139 , 10 , 0.1 , 0.02 ,22.1339
0.578707, 12.7366 , 10 , 0.1 , 0.02 ,22.8566
0.582031, 12.6517 , 10 , 0.1 , 0.02 ,22.7717
0.585354, 12.5343 , 10 , 0.1 , 0.02 ,22.6543
0.588677, 12.2172 , 10 , 0.1 , 0.02 ,22.3372
0.592001, 11.8219 , 10 , 0.1 , 0.02 ,21.9419
0.595324, 11.5461 , 10 , 0.1 , 0.02 ,21.6661
0.598647, 11.2258 , 10 , 0.1 , 0.02 ,21.3458
0.601971, 11.794 , 10 , 0.1 , 0.02 ,21.914
0.605294, 11.8216 , 10 , 0.1 , 0.02 ,21.9416
0.608617, 12.0875 , 10 , 0.1 , 0.02 ,22.2075
0.611941, 12.374 , 10 , 0.1 , 0.02 ,22.494
0.615264, 12.0604 , 10 , 0.1 , 0.02 ,22.1804
0.618587, 10.7182 , 10 , 0.1 , 0.02 ,20.8382
0.62191, 10.5783 , 10 , 0.1 , 0.02 ,20.6983
0.625234, 11.5166 , 10 , 0.1 , 0.02 ,21.6366
0.628557, 12.313 , 10 , 0.1 , 0.02 ,22.433
0.63188, 10.8075 , 10 , 0.1 , 0.02 ,20.9275
0.635204, 12.7786 , 10 , 0.1 , 0.02 ,22.8986
0.638527, 12.7603 , 10 , 0.1 , 0.02 ,22.8803
0.64185, 13.1677 , 10 , 0.1 , 0.02 ,23.2877
0.645174, 13.1486 , 10 , 0.1 , 0.02 ,23.2686
0.648497, 10.2693 , 10 , 0.1 , 0.02 ,20.3893
0.65182, 11.1124 , 10 , 0.1 , 0.02 ,21.2324
0.655144, 11.5819 , 10 , 0.1 , 0.02 ,21.7019
0.658467, 11.1772 , 10 , 0.1 , 0.02 ,21.2972
0.66179, 11.4148 , 10 , 0.1 , 0.02 ,21.5348
0.665114, 10.7531 , 10 , 0.1 , 0.02 ,20.8731
0.668437, 10.6425 , 10 , 0.1 , 0.02 ,20.7625
0.67176, 10.0608 , 10 , 0.1 , 0.02 ,20.1808
0.675084, 11.1706 , 10 , 0.1 , 0.02 ,21.2906
0.678407, 11.13 , 10 , 0.1 , 0.02 ,21.25
0.68173, 11.9651 , 10 , 0.1 , 0.02 ,22.0851
0.685053, 11.7753 , 10 , 0.1 , 0.02 ,21.8953
0.688377, 12.9886 , 10 , 0.1 , 0.02 ,23.1086
0.6917, 12.8201 , 10 , 0.1 , 0.02 ,22.9401
0.695023, 10.8276 , 10 , 0.1 , 0.02 ,20.9476
0.698347, 10.9018 , 10 , 0.1 , 0.02 ,21.0218
0.70167, 11.5238 , 10 , 0.1 , 0.02 ,21.6438
0.704993, 13.1958 , 10 , 0.1 , 0.02 ,23.3158
0.708317, 14.4259 , 10 , 0.1 , 0.02 ,24.5459
0.71164, 14.2481 , 10 , 0.1 , 0.02 ,24.3681
0.714963, 12.9858 , 10 , 0.1 , 0.02 ,23.1058
0.718287, 13.4636 , 10 , 0.1 , 0.02 ,23.5836
0.72161, 11.99 , 10 , 0.1 , 0.02 ,22.11
0.724933, 11.1623 , 10 , 0.1 , 0.02 ,21.2823
0.728257, 14.2057 , 10 , 0.1 , 0.02 ,24.3257
0.73158, 14.1884 , 10 , 0.1 , 0.02 ,24.3084
0.734903, 11.3901 , 10 , 0.1 , 0.02 ,21.5101
0.738226, 11.3887 , 10 , 0.1 , 0.02 ,21.5087
0.74155, 13.1348 , 10 , 0.1 , 0.02 ,23.2548
0.744873, 12.4176 , 10 , 0.1 , 0.02 ,22.5376
0.748196, 12.1858 , 10 , 0.1 , 0.02 ,22.3058
0.75152, 13.462 , 10 , 0.1 , 0.02 ,23.582
0.754843, 13.9764 , 10 , 0.1 , 0.02 ,24.0964
0.758166, 14.0263 , 10 , 0.1 , 0.02 ,24.1463
0.76149, 13.2577 , 10 , 0.1 , 0.02 ,23.3777
0.764813, 13.1496 , 10 , 0.1 , 0.02 ,23.2696
0.768136, 10.3505 , 10 , 0.1 , 0.02 ,20.4705
0.77146, 10.9289 , 10 , 0.1 , 0.02 ,21.0489
0.774783, 11.7373 , 10 , 0.1 , 0.02 ,21.8573
0.778106, 13.114 , 10 , 0.1 , 0.02 ,23.234
0.78143, 13.0913 , 10 , 0.1 , 0.02 ,23.2113
0.784753, 10.7159 , 10 , 0.1 , 0.02 ,20.8359
0.788076, 10.9976 , 10 , 0.1 , 0.02 ,21.1176
0.791399, 12.0304 , 10 , 0.1 , 0.02 ,22.1504
0.794723, 12.7014 , 10 , 0.1 , 0.02 ,22.8214
0.798046, 14.0191 , 10 , 0.1 , 0.02 ,24.1391
0.801369, 14.5031 , 10 , 0.1 , 0.02 ,24.6231
0.804693, 14.2666 , 10 , 0.1 , 0.02 ,24.3866
0.808016, 14.1067 , 10 , 0.1 , 0.02 ,24.2267
0.811339, 13.1455 , 10 , 0.1 , 0.02 ,23.2655
0.814663, 11.7671 , 10 , 0.1 , 0.02 ,21.8871
0.817986, 11.6987 , 10 , 0.1 , 0.02 ,21.8187
0.821309, 10.5126 , 10 , 0.1 , 0.02 ,20.6326
0.824633, 12.6282 , 10 , 0.1 , 0.02 ,22.7482
0.827956, 12.5948 , 10 , 0.1 , 0.0245 ,22.7193
0.831279, 11.6598 , 10 , 0.1 , 0.0289 ,21.7887
0.834603, 11.5875 , 10 , 0.1 , 0.0265 ,21.714
0.837926, 10.6104 , 10 , 0.1 , 0.022 ,20.7324
0.841249, 11.9784 , 10 , 0.1 , 0.02 ,22.0984
0.844572, 11.5532 , 10 , 0.1 , 0.02 ,21.6732
0.847896, 11.2495 , 10 , 0.1 , 0.02 ,21.3695
0.851219, 11.953 , 10 , 0.1 , 0.02 ,22.073
0.854542, 12.521 , 10 , 0.1 , 0.02 ,22.641
0.857866, 12.1984 , 10 , 0.1 , 0.02 ,22.3184
0.861189, 12.3315 , 10 , 0.1 , 0.02 ,22.4515
0.864512, 12.7342 , 10 , 0.1 , 0.02 ,22.8542
0.867836, 12.2603 , 10 , 0.1 , 0.02 ,22.3803
0.871159, 14.7245 , 10 , 0.1 , 0.02 ,24.8445
0.874482, 14.6652 , 10 , 0.1 , 0.02 ,24.7852
0.877806, 12.1605 , 10 , 0.1 , 0.02 ,22.2805
0.881129, 12.4115 , 10 , 0.1 , 0.02 ,22.5315
0.884452, 12.6419 , 10 , 0.1 , 0.02 ,22.7619
0.887776, 11.6665 , 10 , 0.1 , 0.02 ,21.7865
0.891099, 11.6955 , 10 , 0.1 , 0.02 ,21.8155
0.894422, 11.1985 , 10 , 0.1 , 0.02 ,21.3185
0.897745, 10.7444 , 10 , 0.1 , 0.02 ,20.8644
0.901069, 11.2076 , 10 , 0.1 , 0.02 ,21.3276
0.904392, 14.5441 , 10 , 0.1 , 0.02 ,24.6641
0.907715, 14.8448 , 10 , 0.1 , 0.02 ,24.9648
0.911039, 13.3758 , 10 , 0.1 , 0.02 ,23.4958
0.914362, 11.5647 , 10 , 0.1 , 0.02 ,21.6847
0.917685, 11.8803 , 10 , 0.1 , 0.02 ,22.0003
0.921009, 12.2004 , 10 , 0.1 , 0.02 ,22.3204
0.924332, 12.6313 , 10 , 0.1 , 0.02 ,22.7513
0.927655, 12.6417 , 10 , 0.1 , 0.02 ,22.7617
0.930979, 12.5807 , 10 , 0.1 , 0.02 ,22.7007
0.934302, 11.8144 , 10 , 0.1 , 0.02 ,21.9344
0.937625, 10.8885 , 10 , 0.1 , 0.02 ,21.0085
0.940949, 10.6748 , 10 , 0.1 , 0.02 ,20.7948
0.944272, 11.0139 , 10 , 0.1 , 0.02 ,21.1339
0.947595, 12.1887 , 10 , 0.1 , 0.02 ,22.3087
0.950919, 12.9425 , 10 , 0.1 , 0.02 ,23.0625
0.954242, 12.9456 , 10 , 0.1 , 0.02 ,23.0656
0.957565, 12.624 , 10 , 0.1 , 0.02 ,22.744
0.960888, 11.8688 , 10 , 0.1 , 0.02 ,21.9888
0.964212, 12.0383 , 10 , 0.1 , 0.02 ,22.1583
0.967535, 12.2411 , 10 , 0.1 , 0.02 ,22.3611
0.970858, 12.3216 , 10 , 0.1 , 0.02 ,22.4416
0.974182, 12.2811 , 10 , 0.1 , 0.02 ,22.4011
0.977505, 11.3046 , 10 , 0.1 , 0.02 ,21.4246
0.980828, 10.6017 , 10 , 0.1 , 0.02 ,20.7217
0.984152, 11.9768 , 10 , 0.1 , 0.02 ,22.0968
0.987475, 11.4614 , 10 , 0.1 , 0.02 ,21.5814
0.990798, 11.6429 , 10 , 0.1 , 0.02 ,21.7629
0.994122, 11.6356 , 10 , 0.1 , 0.02 ,21.7556
0.997445, 11.4102 , 10 , 0.1 , 0.02 ,21.5302
1.00077, 11.1754 , 10 , 0.1 , 0.02 ,21.2954
1.00409, 12.4389 , 10 , 0.1 , 0.02 ,22.5589
1.00741, 12.5841 , 10 , 0.1 , 0.02 ,22.7041
1.01074, 12.2065 , 10 , 0.1 , 0.02 ,22.3265
1.01406, 10.155 , 10 , 0.1 , 0.02 ,20.275
1.01738, 11.8259 , 10 , 0.1 , 0.02 ,21.9459
1.02071, 12.5051 , 10 , 0.1 , 0.02 ,22.6251
1.02403, 11.664 , 10 , 0.1 , 0.02 ,21.784
1.02735, 10.8583 , 10 , 0.1 , 0.02 ,20.9783
1.03068, 11.0629 , 10 , 0.1 , 0.02 ,21.1829
1.034, 11.0412 , 10 , 0.1 , 0.02 ,21.1612
1.03732, 9.7332 , 10 , 0.1 , 0.02 ,19.8532
1.04065, 11.0108 , 10 , 0.1 , 0.02 ,21.1308
1.04397, 11.8034 , 10 , 0.1 , 0.02 ,21.9234
1.04729, 11.5227 , 10 , 0.1 , 0.02 ,21.6427
1.05062, 11.4566 , 10 , 0.1 , 0.02 ,21.5766
1.05394, 11.0555 , 10 , 0.1 , 0.02 ,21.1755
1.05726, 11.0806 , 10 , 0.1 , 0.02 ,21.2006
1.06059, 11.4608 , 10 , 0.1 , 0.02 ,21.5808
1.06391, 11.4241 , 10 , 0.1 , 0.02 ,21.5441
1.06723, 10.7492 , 10 , 0.1 , 0.02 ,20.8692
1.07056, 12.4823 , 10 , 0.1 , 0.02 ,22.6023
1.07388, 12.5347 , 10 , 0.1 , 0.02 ,22.6547
1.0772, 12.1978 , 10 , 0.1 , 0.02 ,22.3178
1.08053, 12.3413 , 10 , 0.1 , 0.02 ,22.4613
1.08385, 12.799 , 10 , 0.1 , 0.02 ,22.919
1.08717, 12.6721 , 10 , 0.1 , 0.02 ,22.7921
1.0905, 11.0662 , 10 , 0.1 , 0.02 ,21.1862
1.09382, 11.0189 , 10 , 0.1 , 0.02 ,21.1389
1.09714, 10.5736 , 10 , 0.1 , 0.02 ,20.6936
1.10047, 11.558 , 10 , 0.1 , 0.02 ,21.678
1.10379, 12.4264 , 10 , 0.1 , 0.02 ,22.5464
1.10711, 12.1078 , 10 , 0.1 , 0.02 ,22.2278
1.11044, 11.9388 , 10 , 0.1 , 0.02 ,22.0588
1.11376, 12.8121 , 10 , 0.1 , 0.02 ,22.9321
1.11708, 12.6497 , 10 , 0.1 , 0.02 ,22.7697
1.12041, 11.9357 , 10 , 0.1 , 0.02 ,22.0557
1.12373, 12.1738 , 10 , 0.1 , 0.02 ,22.2938
1.12705, 12.3241 , 10 , 0.1 , 0.02 ,22.4441
1.13038, 11.1762 , 10 , 0.1 , 0.02 ,21.2962
1.1337, 12.9395 , 10 , 0.1 , 0.02 ,23.0595
1.13702, 14.3914 , 10 , 0.1 , 0.02 ,24.5114
1.14035, 11.9683 , 10 , 0.1 , 0.02 ,22.0883
1.14367, 11.3892 , 10 , 0.1 , 0.02 ,21.5092
1.14699, 11.2026 , 10 , 0.1 , 0.02 ,21.3226
1.15032, 9.9329 , 10 , 0.1 , 0.02 ,20.0529
1.15364, 11.1226 , 10 , 0.1 , 0.02 ,21.2426
1.15696, 10.7888 , 10 , 0.1 , 0.02 ,20.9088
1.16029, 10.8175 , 10 , 0.1 , 0.02 ,20.9375
1.16361, 11.8558 , 10 , 0.1 , 0.02 ,21.9758
1.16693, 11.8441 , 10 , 0.1 , 0.02 ,21.9641
1.17026, 11.194 , 10 , 0.1 , 0.02 ,21.314
1.17358, 11.5553 , 10 , 0.1 , 0.02 ,21.6753
1.1769, 11.7019 , 10 , 0.1 , 0.02 ,21.8219
1.18023, 12.0997 , 10 , 0.1 , 0.02 ,22.2197
1.18355, 11.3145 , 10 , 0.1 , 0.02 ,21.4345
1.18687, 12.6389 , 10 , 0.1 , 0.02 ,22.7589
1.1902, 11.8495 , 10 , 0.1 , 0.02 ,21.9695
1.19352, 12.5613 , 10 , 0.1 , 0.02 ,22.6813
1.19684, 12.8628 , 10 , 0.1 , 0.02 ,22.9828
1.20017, 12.886 , 10 , 0.1 , 0.02 ,23.006
1.20349, 11.8631 , 10 , 0.1 , 0.02 ,21.9831
1.20681, 11.0128 , 10 , 0.1 , 0.02 ,21.1328
1.21014, 11.6069 , 10 , 0.1 , 0.02 ,21.7269
1.21346, 12.5897 , 10 , 0.1 , 0.02 ,22.7097
1.21678, 12.3486 , 10 , 0.1 , 0.02 ,22.4686
1.22011, 13.0272 , 10 , 0.1 , 0.02 ,23.1472
1.22343, 12.4933 , 10 , 0.1 , 0.02 ,22.6133
1.22675, 11.413 , 10 , 0.1 , 0.02 ,21.533
1.23008, 10.6986 , 10 , 0.1 , 0.02 ,20.8186
1.2334, 11.2452 , 10 , 0.1 , 0.02 ,21.3652
1.23672, 11.9962 , 10 , 0.1 , 0.02 ,22.1162
1.24005, 10.8499 , 10 , 0.1 , 0.02 ,20.9699
1.24337, 10.5993 , 10 , 0.1 , 0.02 ,20.7193
1.24669, 10.6958 , 10 , 0.1 , 0.02 ,20.8158
1.25002, 10.6605 , 10 , 0.1 , 0.02 ,20.7805
1.25334, 11.5028 , 10 , 0.1 , 0.02 ,21.6228
1.25666, 12.889 , 10 , 0.1 , 0.02 ,23.009
1.25999, 11.8147 , 10 , 0.1 , 0.02 ,21.9347
1.26331, 11.9891 , 10 , 0.1 , 0.02 ,22.1091
1.26663, 11.616 , 10 , 0.1 , 0.02 ,21.736
1.26996, 10.8435 , 10 , 0.1 , 0.02 ,20.9635
1.27328, 11.855 , 10 , 0.1 , 0.02 ,21.975
1.2766, 11.8387 , 10 , 0.1 , 0.02 ,21.9587
1.27993, 11.8422 , 10 , 0.1 , 0.02 ,21.9622
1.28325, 12.1356 , 10 , 0.1 , 0.02 ,22.2556
1.28657, 13.7411 , 10 , 0.1 , 0.02 ,23.8611
1.2899, 13.8613 , 10 , 0.1 , 0.02 ,23.9813
1.29322, 12.3304 , 10 , 0.1 , 0.02 ,22.4504
1.29654, 12.4945 , 10 , 0.1 , 0.02 ,22.6145
1.29987, 12.0377 , 10 , 0.1 , 0.02 ,22.1577
1.30319, 12.4377 , 10 , 0.1 , 0.02 ,22.5577
1.30651, 11.4468 , 10 , 0.1 , 0.02 ,21.5668
1.30984, 11.3909 , 10 , 0.1 , 0.02 ,21.5109
1.31316, 12.6549 , 10 , 0.1 , 0.02 ,22.7749
1.31648, 12.443 , 10 , 0.1 , 0.02 ,22.563
1.31981, 11.3427 , 10 , 0.1 , 0.02 ,21.4627
1.32313, 11.0033 , 10 , 0.1 , 0.02 ,21.1233
1.32645, 11.1638 , 10 , 0.1 , 0.02 ,21.2838
1.32978, 12.7624 , 10 , 0.1 , 0.02 ,22.8824
1.3331, 12.7159 , 10 , 0.1 , 0.02 ,22.8359
1.33642, 11.463 , 10 , 0.1 , 0.02 ,21.583
1.33975, 11.0655 , 10 , 0.1 , 0.02 ,21.1855
1.34307, 12.2561 , 10 , 0.1 , 0.02 ,22.3761
1.34639, 12.9957 , 10 , 0.1 , 0.02 ,23.1157
1.34972, 12.9415 , 10 , 0.1 , 0.02 ,23.0615
1.35304, 11.1684 , 10 , 0.1 , 0.02 ,21.2884
1.35636, 12.7919 , 10 , 0.1 , 0.02 ,22.9119
1.35969, 13.5423 , 10 , 0.1 , 0.02 ,23.6623
1.36301, 11.828 , 10 , 0.1 , 0.02 ,21.948
1.36633, 11.3542 , 10 , 0.1 , 0.02 ,21.4742
1.36966, 11.6605 , 10 , 0.1 , 0.02 ,21.7805
1.37298, 13.2347 , 10 , 0.1 , 0.02 ,23.3547
1.3763, 14.0539 , 10 , 0.1 , 0.02 ,24.1739
1.37963, 13.0113 , 10 , 0.1 , 0.02 ,23.1313
1.38295, 11.3342 , 10 , 0.1 , 0.02 ,21.4542
1.38627, 12.2155 , 10 , 0.1 , 0.02 ,22.3355
1.3896, 12.2415 , 10 , 0.1 , 0.02 ,22.3615
1.39292, 11.8627 , 10 , 0.1 , 0.02 ,21.9827
1.39624, 12.6829 , 10 , 0.1 , 0.0209 ,22.8038
1.39957, 12.732 , 10 , 0.1 , 0.0233 ,22.8553
1.40289, 11.6893 , 10 , 0.1 , 0.0256 ,21.8149
1.40621, 12.1302 , 10 , 0.1 , 0.028 ,22.2582
1.40954, 11.8844 , 10 , 0.1 , 0.0296 ,22.014
1.41286, 12.2063 , 10 , 0.1 , 0.0273 ,22.3336
1.41618, 12.2794 , 10 , 0.1 , 0.0249 ,22.4043
