Frequency,Raw Reading,Atten 10dB Factor,Cable 276 PLCE - 3m Factor,LISN 303 - L2 Factor,Level,CISPR 11 Class A - Quasi-Peak Limit,CISPR 11 Class A - Average Limit,CISPR 11 Class A - Quasi-Peak Margin,CISPR 11 Class A - Average Margin,Comments
27.710,35.8,10.0,.1,.2,=SUM(B257:E257),73.0,60.0,=G257-F257,=H257-F257,
27.744,27.4,10.0,.1,.2,=SUM(B258:E258),73.0,60.0,=G258-F258,=H258-F258,
27.773,25.1,10.0,.1,.2,=SUM(B259:E259),73.0,60.0,=G259-F259,=H259-F259,
27.863,27.7,10.0,.1,.2,=SUM(B260:E260),73.0,60.0,=G260-F260,=H260-F260,
27.896,37.7,10.0,.1,.2,=SUM(B261:E261),73.0,60.0,=G261-F261,=H261-F261,
27.926,32.8,10.0,.1,.2,=SUM(B262:E262),73.0,60.0,=G262-F262,=H262-F262,
27.956,38.0,10.0,.1,.2,=SUM(B263:E263),73.0,60.0,=G263-F263,=H263-F263,
27.989,31.3,10.0,.1,.2,=SUM(B264:E264),73.0,60.0,=G264-F264,=H264-F264,
28.019,33.0,10.0,.1,.2,=SUM(B265:E265),73.0,60.0,=G265-F265,=H265-F265,
28.049,26.5,10.0,.1,.2,=SUM(B266:E266),73.0,60.0,=G266-F266,=H266-F266,
28.109,30.6,10.0,.1,.2,=SUM(B267:E267),73.0,60.0,=G267-F267,=H267-F267,
28.139,28.6,10.0,.1,.2,=SUM(B268:E268),73.0,60.0,=G268-F268,=H268-F268,
28.172,29.9,10.0,.1,.2,=SUM(B269:E269),73.0,60.0,=G269-F269,=H269-F269,
28.295,37.9,10.0,.1,.2,=SUM(B270:E270),73.0,60.0,=G270-F270,=H270-F270,
28.325,38.2,10.0,.1,.2,=SUM(B271:E271),73.0,60.0,=G271-F271,=H271-F271,
28.348,35.0,10.0,.1,.2,=SUM(B272:E272),73.0,60.0,=G272-F272,=H272-F272,
28.378,33.6,10.0,.1,.2,=SUM(B273:E273),73.0,60.0,=G273-F273,=H273-F273,
28.408,29.8,10.0,.1,.2,=SUM(B274:E274),73.0,60.0,=G274-F274,=H274-F274,
28.441,37.4,10.0,.1,.2,=SUM(B275:E275),73.0,60.0,=G275-F275,=H275-F275,
28.471,29.8,10.0,.1,.2,=SUM(B276:E276),73.0,60.0,=G276-F276,=H276-F276,
28.501,36.9,10.0,.1,.2,=SUM(B277:E277),73.0,60.0,=G277-F277,=H277-F277,
28.561,39.6,10.0,.1,.2,=SUM(B278:E278),73.0,60.0,=G278-F278,=H278-F278,
28.594,30.1,10.0,.1,.2,=SUM(B279:E279),73.0,60.0,=G279-F279,=H279-F279,
28.621,38.1,10.0,.1,.2,=SUM(B280:E280),73.0,60.0,=G280-F280,=H280-F280,
28.684,41.8,10.0,.1,.2,=SUM(B281:E281),73.0,60.0,=G281-F281,=H281-F281,
28.744,33.3,10.0,.1,.2,=SUM(B282:E282),73.0,60.0,=G282-F282,=H282-F282,
28.807,31.9,10.0,.1,.2,=SUM(B283:E283),73.0,60.0,=G283-F283,=H283-F283,
28.867,35.9,10.0,.1,.2,=SUM(B284:E284),73.0,60.0,=G284-F284,=H284-F284,
28.897,32.8,10.0,.1,.2,=SUM(B285:E285),73.0,60.0,=G285-F285,=H285-F285,
28.927,32.1,10.0,.1,.2,=SUM(B286:E286),73.0,60.0,=G286-F286,=H286-F286,
28.990,32.3,10.0,.1,.2,=SUM(B287:E287),73.0,60.0,=G287-F287,=H287-F287,
29.020,26.7,10.0,.1,.2,=SUM(B288:E288),73.0,60.0,=G288-F288,=H288-F288,
29.050,26.3,10.0,.1,.2,=SUM(B289:E289),73.0,60.0,=G289-F289,=H289-F289,
29.109,37.6,10.0,.1,.2,=SUM(B290:E290),73.0,60.0,=G290-F290,=H290-F290,
29.143,32.9,10.0,.1,.2,=SUM(B291:E291),73.0,60.0,=G291-F291,=H291-F291,
29.173,31.8,10.0,.1,.2,=SUM(B292:E292),73.0,60.0,=G292-F292,=H292-F292,
29.199,29.9,10.0,.1,.2,=SUM(B293:E293),73.0,60.0,=G293-F293,=H293-F293,
29.232,39.7,10.0,.1,.2,=SUM(B294:E294),73.0,60.0,=G294-F294,=H294-F294,
29.296,26.7,10.0,.1,.2,=SUM(B295:E295),73.0,60.0,=G295-F295,=H295-F295,
29.352,33.0,10.0,.1,.2,=SUM(B296:E296),73.0,60.0,=G296-F296,=H296-F296,
29.478,31.9,10.0,.1,.2,=SUM(B297:E297),73.0,60.0,=G297-F297,=H297-F297,
29.535,26.9,10.0,.1,.2,=SUM(B298:E298),73.0,60.0,=G298-F298,=H298-F298,
29.595,24.9,10.0,.1,.2,=SUM(B299:E299),73.0,60.0,=G299-F299,=H299-F299,
29.658,31.0,10.0,.1,.2,=SUM(B300:E300),73.0,60.0,=G300-F300,=H300-F300,
29.691,29.5,10.0,.1,.2,=SUM(B301:E301),73.0,60.0,=G301-F301,=H301-F301,
29.751,27.5,10.0,.1,.2,=SUM(B302:E302),73.0,60.0,=G302-F302,=H302-F302,
29.781,31.1,10.0,.1,.2,=SUM(B303:E303),73.0,60.0,=G303-F303,=H303-F303,
29.811,30.5,10.0,.1,.2,=SUM(B304:E304),73.0,60.0,=G304-F304,=H304-F304,
29.844,31.0,10.0,.1,.2,=SUM(B305:E305),73.0,60.0,=G305-F305,=H305-F305,
29.904,31.9,10.0,.1,.2,=SUM(B306:E306),73.0,60.0,=G306-F306,=H306-F306,
29.963,30.3,10.0,.1,.2,=SUM(B307:E307),73.0,60.0,=G307-F307,=H307-F307,
