4:36:18 PM 01-09-2019
ORBIT Version: 0.1.98
Username:     Med X Stream
Computer:     DRSHD-0710-041C
Filename:     D:\Projects\Virtek Vision\7169005365 LPS-7\01_PLCE_120Vac60Hz_L1
Spectrum Analyzer:          RSESL6          Datapoints:                500 
<BEGIN LIMIT FILE: C:\Program Files\Orbit\Limits\FCC Verification\10 KHz FCC_CE_ClassA_LISN.txt>
2
A m p l i t u d e  ( d B u V )
10
30
10
23
1
factor file # name
FCC Part 15 Class A - Quasi-Peak
220
150
0,0,255
Blank1
4
0.15
79
0.5
79
0.5
73
30
73
FCC Part 15 Class A - Average
220
220
0,0,127
Blank1
4
0.15
66
0.5
66
0.5
60
30
60
AUTOFACTOR Atten 10dB
AUTOFACTOR Cable 276 PLCE - 3m
AUTOFACTOR LISN 303 - L1
<END LIMIT FILE>
Frequency,Raw Reading,Atten 10dB Factor,Cable 276 PLCE - 3m Factor,LISN 303 - L1 Factor,Level
6.45433, 18.0994 , 10 , 0.1 , 0.04 ,28.2394
6.45765, 16.1101 , 10 , 0.1 , 0.04 ,26.2501
6.46097, 15.4087 , 10 , 0.1 , 0.04 ,25.5487
6.4643, 16.6066 , 10 , 0.1 , 0.04 ,26.7466
6.46762, 16.9973 , 10 , 0.1 , 0.04 ,27.1373
6.47094, 17.3233 , 10 , 0.1 , 0.04 ,27.4633
6.47427, 16.3282 , 10 , 0.1 , 0.04 ,26.4682
6.47759, 15.2814 , 10 , 0.1 , 0.04 ,25.4214
6.48091, 14.8319 , 10 , 0.1 , 0.04 ,24.9719
6.48424, 15.5973 , 10 , 0.1 , 0.04 ,25.7373
6.48756, 15.8021 , 10 , 0.1 , 0.04 ,25.9421
6.49088, 15.8594 , 10 , 0.1 , 0.04 ,25.9994
6.49421, 15.5445 , 10 , 0.1 , 0.04 ,25.6845
6.49753, 16.6945 , 10 , 0.1 , 0.04 ,26.8345
6.50085, 16.6746 , 10 , 0.1 , 0.04 ,26.8146
6.50418, 17.134 , 10 , 0.1 , 0.04 ,27.274
6.5075, 17.212 , 10 , 0.1 , 0.04 ,27.352
6.51082, 15.5199 , 10 , 0.1 , 0.04 ,25.6599
6.51414, 16.4447 , 10 , 0.1 , 0.04 ,26.5847
6.51747, 14.9987 , 10 , 0.1 , 0.04 ,25.1387
6.52079, 15.6924 , 10 , 0.1 , 0.04 ,25.8324
6.52411, 16.4075 , 10 , 0.1 , 0.04 ,26.5475
6.52744, 15.422 , 10 , 0.1 , 0.04 ,25.562
6.53076, 15.6148 , 10 , 0.1 , 0.04 ,25.7548
6.53408, 16.6986 , 10 , 0.1 , 0.04 ,26.8386
6.53741, 16.8938 , 10 , 0.1 , 0.04 ,27.0338
6.54073, 16.423 , 10 , 0.1 , 0.04 ,26.563
6.54405, 16.4962 , 10 , 0.1 , 0.04 ,26.6362
6.54738, 15.7285 , 10 , 0.1 , 0.04 ,25.8685
6.5507, 16.2827 , 10 , 0.1 , 0.04 ,26.4227
6.55402, 16.3086 , 10 , 0.1 , 0.04 ,26.4486
6.55735, 15.8701 , 10 , 0.1 , 0.04 ,26.0101
6.56067, 15.2612 , 10 , 0.1 , 0.04 ,25.4012
6.56399, 15.7981 , 10 , 0.1 , 0.04 ,25.9381
6.56732, 16.6672 , 10 , 0.1 , 0.04 ,26.8072
6.57064, 16.6777 , 10 , 0.1 , 0.04 ,26.8177
6.57396, 15.3903 , 10 , 0.1 , 0.04 ,25.5303
6.57729, 19.959 , 10 , 0.1 , 0.04 ,30.099
6.58061, 23.4086 , 10 , 0.1 , 0.04 ,33.5486
6.58393, 23.0331 , 10 , 0.1 , 0.04 ,33.1731
6.58726, 16.7773 , 10 , 0.1 , 0.04 ,26.9173
6.59058, 18.8208 , 10 , 0.1 , 0.04 ,28.9608
6.5939, 19.8278 , 10 , 0.1 , 0.04 ,29.9678
6.59723, 18.3153 , 10 , 0.1 , 0.04 ,28.4553
6.60055, 17.5679 , 10 , 0.1 , 0.04 ,27.7079
6.60387, 17.0533 , 10 , 0.1 , 0.04 ,27.1933
6.6072, 18.9649 , 10 , 0.1 , 0.04 ,29.1049
6.61052, 18.3386 , 10 , 0.1 , 0.04 ,28.4786
6.61384, 17.6431 , 10 , 0.1 , 0.04 ,27.7831
6.61717, 17.108 , 10 , 0.1 , 0.04 ,27.248
6.62049, 18.0729 , 10 , 0.1 , 0.04 ,28.2129
6.62381, 18.3347 , 10 , 0.1 , 0.04 ,28.4747
6.62714, 16.9529 , 10 , 0.1 , 0.04 ,27.0929
6.63046, 16.8122 , 10 , 0.1 , 0.0403 ,26.9525
6.63378, 19.0877 , 10 , 0.1 , 0.0408 ,29.2285
6.63711, 18.6704 , 10 , 0.1 , 0.0413 ,28.8117
6.64043, 20.6977 , 10 , 0.1 , 0.0417 ,30.8394
6.64375, 20.3731 , 10 , 0.1 , 0.0422 ,30.5153
6.64708, 19.0712 , 10 , 0.1 , 0.0427 ,29.2139
6.6504, 20.1682 , 10 , 0.1 , 0.0431 ,30.3113
6.65372, 20.051 , 10 , 0.1 , 0.0436 ,30.1946
6.65705, 18.2232 , 10 , 0.1 , 0.0441 ,28.3673
6.66037, 19.9609 , 10 , 0.1 , 0.0445 ,30.1054
6.66369, 19.8989 , 10 , 0.1 , 0.045 ,30.0439
6.66702, 17.5422 , 10 , 0.1 , 0.0455 ,27.6877
6.67034, 17.5735 , 10 , 0.1 , 0.0459 ,27.7194
6.67366, 16.749 , 10 , 0.1 , 0.0464 ,26.8954
6.67699, 22.7271 , 10 , 0.1 , 0.0469 ,32.874
6.68031, 22.7751 , 10 , 0.1 , 0.0473 ,32.9224
6.68363, 18.6367 , 10 , 0.1 , 0.0478 ,28.7845
6.68696, 16.4999 , 10 , 0.1 , 0.0483 ,26.6482
6.69028, 16.4422 , 10 , 0.1 , 0.0487 ,26.5909
6.6936, 15.983 , 10 , 0.1 , 0.0492 ,26.1322
6.69693, 16.0139 , 10 , 0.1 , 0.0496 ,26.1635
6.70025, 17.9881 , 10 , 0.1 , 0.05 ,28.1381
6.70357, 17.1727 , 10 , 0.1 , 0.05 ,27.3227
6.7069, 17.7557 , 10 , 0.1 , 0.05 ,27.9057
6.71022, 19.0854 , 10 , 0.1 , 0.05 ,29.2354
6.71354, 19.4724 , 10 , 0.1 , 0.05 ,29.6224
6.71687, 20.6286 , 10 , 0.1 , 0.05 ,30.7786
6.72019, 19.3941 , 10 , 0.1 , 0.05 ,29.5441
6.72351, 21.3645 , 10 , 0.1 , 0.05 ,31.5145
6.72684, 21.6288 , 10 , 0.1 , 0.05 ,31.7788
6.73016, 18.4647 , 10 , 0.1 , 0.05 ,28.6147
6.73348, 18.9605 , 10 , 0.1 , 0.05 ,29.1105
6.73681, 18.9869 , 10 , 0.1 , 0.05 ,29.1369
6.74013, 16.0099 , 10 , 0.1 , 0.05 ,26.1599
6.74345, 16.7409 , 10 , 0.1 , 0.05 ,26.8909
6.74678, 17.0617 , 10 , 0.1 , 0.05 ,27.2117
6.7501, 21.1499 , 10 , 0.1 , 0.05 ,31.2999
6.75342, 21.1911 , 10 , 0.1 , 0.05 ,31.3411
6.75675, 16.7637 , 10 , 0.1 , 0.05 ,26.9137
6.76007, 16.676 , 10 , 0.1 , 0.05 ,26.826
6.76339, 16.6739 , 10 , 0.1 , 0.05 ,26.8239
6.76672, 18.3113 , 10 , 0.1 , 0.05 ,28.4613
6.77004, 18.4882 , 10 , 0.1 , 0.05 ,28.6382
6.77336, 18.0896 , 10 , 0.1 , 0.0497 ,28.2393
6.77669, 17.9937 , 10 , 0.1 , 0.0492 ,28.1429
6.78001, 15.6202 , 10 , 0.1 , 0.0487 ,25.7689
6.78333, 15.6073 , 10 , 0.1 , 0.0483 ,25.7556
6.78333, 19.7245 , 10 , 0.1 , 0.0478 ,29.8723
6.78666, 20.0762 , 10 , 0.1 , 0.0473 ,30.2235
6.78998, 19.0386 , 10 , 0.1 , 0.0469 ,29.1855
6.7933, 19.4042 , 10 , 0.1 , 0.0464 ,29.5506
6.79663, 20.0144 , 10 , 0.1 , 0.0459 ,30.1603
6.79995, 18.2386 , 10 , 0.1 , 0.0455 ,28.3841
6.80327, 16.893 , 10 , 0.1 , 0.045 ,27.038
6.8066, 17.4596 , 10 , 0.1 , 0.0445 ,27.6041
6.80992, 18.0883 , 10 , 0.1 , 0.0441 ,28.2324
6.81324, 16.966 , 10 , 0.1 , 0.0436 ,27.1096
6.81657, 17.024 , 10 , 0.1 , 0.0431 ,27.1671
6.81989, 15.749 , 10 , 0.1 , 0.0427 ,25.8917
6.82321, 16.6825 , 10 , 0.1 , 0.0422 ,26.8247
6.82654, 17.241 , 10 , 0.1 , 0.0417 ,27.3827
6.82986, 17.4429 , 10 , 0.1 , 0.0413 ,27.5842
6.83318, 18.0875 , 10 , 0.1 , 0.0408 ,28.2283
6.83651, 18.0591 , 10 , 0.1 , 0.0404 ,28.1995
6.83983, 17.0305 , 10 , 0.1 , 0.0401 ,27.1706
6.84315, 18.2212 , 10 , 0.1 , 0.0406 ,28.3618
6.84648, 18.5632 , 10 , 0.1 , 0.041 ,28.7042
6.8498, 17.7275 , 10 , 0.1 , 0.0415 ,27.869
6.85312, 19.8767 , 10 , 0.1 , 0.042 ,30.0187
6.85645, 19.8327 , 10 , 0.1 , 0.0424 ,29.9751
6.85977, 18.441 , 10 , 0.1 , 0.0429 ,28.5839
6.86309, 18.5928 , 10 , 0.1 , 0.0434 ,28.7362
6.86642, 18.4716 , 10 , 0.1 , 0.0438 ,28.6154
6.86974, 16.8775 , 10 , 0.1 , 0.0443 ,27.0218
6.87306, 16.3479 , 10 , 0.1 , 0.0448 ,26.4927
6.87639, 16.0013 , 10 , 0.1 , 0.0452 ,26.1465
6.87971, 16.0378 , 10 , 0.1 , 0.0457 ,26.1835
6.88303, 16.1881 , 10 , 0.1 , 0.0462 ,26.3343
6.88636, 15.7463 , 10 , 0.1 , 0.0466 ,25.8929
6.88968, 15.6125 , 10 , 0.1 , 0.0471 ,25.7596
6.893, 15.8997 , 10 , 0.1 , 0.0476 ,26.0473
6.89633, 16.046 , 10 , 0.1 , 0.048 ,26.194
6.89965, 15.9806 , 10 , 0.1 , 0.0485 ,26.1291
6.90297, 16.0888 , 10 , 0.1 , 0.049 ,26.2378
6.9063, 16.7302 , 10 , 0.1 , 0.0494 ,26.8796
6.90962, 16.5496 , 10 , 0.1 , 0.0499 ,26.6995
6.91294, 15.5352 , 10 , 0.1 , 0.05 ,25.6852
6.91627, 16.3352 , 10 , 0.1 , 0.05 ,26.4852
6.91959, 16.7599 , 10 , 0.1 , 0.05 ,26.9099
6.92291, 15.8326 , 10 , 0.1 , 0.05 ,25.9826
6.92624, 16.2392 , 10 , 0.1 , 0.05 ,26.3892
6.92956, 17.9576 , 10 , 0.1 , 0.05 ,28.1076
6.93288, 17.7086 , 10 , 0.1 , 0.05 ,27.8586
6.93621, 17.5786 , 10 , 0.1 , 0.05 ,27.7286
6.93953, 16.969 , 10 , 0.1 , 0.05 ,27.119
6.94285, 15.1783 , 10 , 0.1 , 0.05 ,25.3283
6.94618, 16.5472 , 10 , 0.1 , 0.05 ,26.6972
6.9495, 17.232 , 10 , 0.1 , 0.05 ,27.382
6.95282, 17.5701 , 10 , 0.1 , 0.05 ,27.7201
6.95615, 15.0073 , 10 , 0.1 , 0.05 ,25.1573
6.95947, 16.4995 , 10 , 0.1 , 0.05 ,26.6495
6.96279, 16.3884 , 10 , 0.1 , 0.05 ,26.5384
6.96612, 15.3323 , 10 , 0.1 , 0.05 ,25.4823
6.96944, 14.8582 , 10 , 0.1 , 0.05 ,25.0082
6.97276, 15.5081 , 10 , 0.1 , 0.05 ,25.6581
6.97609, 15.4647 , 10 , 0.1 , 0.05 ,25.6147
6.97941, 16.5135 , 10 , 0.1 , 0.05 ,26.6635
6.98273, 18.8371 , 10 , 0.1 , 0.05 ,28.9871
6.98606, 17.816 , 10 , 0.1 , 0.05 ,27.966
6.98938, 15.9733 , 10 , 0.1 , 0.05 ,26.1233
6.9927, 16.3246 , 10 , 0.1 , 0.05 ,26.4746
6.99603, 19.0736 , 10 , 0.1 , 0.05 ,29.2236
6.99935, 19.5472 , 10 , 0.1 , 0.05 ,29.6972
7.00267, 15.8158 , 10 , 0.1 , 0.05 ,25.9658
7.006, 19.5603 , 10 , 0.1 , 0.05 ,29.7103
7.00932, 19.0927 , 10 , 0.1 , 0.05 ,29.2427
7.01264, 16.9872 , 10 , 0.1 , 0.05 ,27.1372
7.01597, 16.505 , 10 , 0.1 , 0.05 ,26.655
7.01929, 15.6077 , 10 , 0.1 , 0.05 ,25.7577
7.02261, 16.37 , 10 , 0.1 , 0.05 ,26.52
7.02594, 17.5177 , 10 , 0.1 , 0.05 ,27.6677
7.02926, 18.5205 , 10 , 0.1 , 0.05 ,28.6705
7.03258, 17.0577 , 10 , 0.1 , 0.05 ,27.2077
7.03591, 17.6476 , 10 , 0.1 , 0.05 ,27.7976
7.03923, 18.7894 , 10 , 0.1 , 0.05 ,28.9394
7.04255, 18.0352 , 10 , 0.1 , 0.05 ,28.1852
7.04588, 17.1519 , 10 , 0.1 , 0.05 ,27.3019
7.0492, 16.4767 , 10 , 0.1 , 0.05 ,26.6267
7.05252, 19.1353 , 10 , 0.1 , 0.05 ,29.2853
7.05585, 19.0394 , 10 , 0.1 , 0.05 ,29.1894
7.05917, 18.2094 , 10 , 0.1 , 0.05 ,28.3594
7.06249, 18.2349 , 10 , 0.1 , 0.05 ,28.3849
7.06581, 16.9667 , 10 , 0.1 , 0.05 ,27.1167
7.06914, 17.4369 , 10 , 0.1 , 0.05 ,27.5869
7.07246, 18.2615 , 10 , 0.1 , 0.05 ,28.4115
7.07578, 16.4824 , 10 , 0.1 , 0.05 ,26.6324
7.07911, 16.5204 , 10 , 0.1 , 0.05 ,26.6704
7.08243, 18.5584 , 10 , 0.1 , 0.05 ,28.7084
7.08575, 18.5206 , 10 , 0.1 , 0.05 ,28.6706
7.08908, 18.6274 , 10 , 0.1 , 0.05 ,28.7774
7.0924, 20.8813 , 10 , 0.1 , 0.05 ,31.0313
7.09572, 20.8507 , 10 , 0.1 , 0.05 ,31.0007
7.09905, 20.0723 , 10 , 0.1 , 0.05 ,30.2223
7.10237, 20.094 , 10 , 0.1 , 0.05 ,30.244
7.10569, 17.1695 , 10 , 0.1 , 0.05 ,27.3195
7.10902, 17.2577 , 10 , 0.1 , 0.05 ,27.4077
7.11234, 16.8547 , 10 , 0.1 , 0.05 ,27.0047
7.11566, 16.1877 , 10 , 0.1 , 0.05 ,26.3377
7.11899, 16.8606 , 10 , 0.1 , 0.05 ,27.0106
7.12231, 16.1257 , 10 , 0.1 , 0.05 ,26.2757
7.12563, 17.4016 , 10 , 0.1 , 0.05 ,27.5516
7.12896, 19.2927 , 10 , 0.1 , 0.05 ,29.4427
7.13228, 19.2488 , 10 , 0.1 , 0.05 ,29.3988
7.1356, 17.7718 , 10 , 0.1 , 0.05 ,27.9218
7.13893, 17.9118 , 10 , 0.1 , 0.05 ,28.0618
7.14225, 16.5664 , 10 , 0.1 , 0.05 ,26.7164
7.14557, 16.6884 , 10 , 0.1 , 0.05 ,26.8384
7.1489, 16.6171 , 10 , 0.1 , 0.05 ,26.7671
7.15222, 16.6233 , 10 , 0.1 , 0.05 ,26.7733
7.15554, 16.1821 , 10 , 0.1 , 0.05 ,26.3321
7.15887, 16.4953 , 10 , 0.1 , 0.05 ,26.6453
7.16219, 17.0771 , 10 , 0.1 , 0.05 ,27.2271
7.16551, 17.4879 , 10 , 0.1 , 0.05 ,27.6379
7.16884, 17.3906 , 10 , 0.1 , 0.05 ,27.5406
7.17216, 15.2824 , 10 , 0.1 , 0.05 ,25.4324
7.17548, 16.5448 , 10 , 0.1 , 0.05 ,26.6948
7.17881, 16.8669 , 10 , 0.1 , 0.05 ,27.0169
7.18213, 18.4148 , 10 , 0.1 , 0.05 ,28.5648
7.18545, 17.3776 , 10 , 0.1 , 0.05 ,27.5276
7.18878, 19.4763 , 10 , 0.1 , 0.05 ,29.6263
7.1921, 19.3855 , 10 , 0.1 , 0.05 ,29.5355
7.19542, 19.0857 , 10 , 0.1 , 0.05 ,29.2357
7.19875, 17.1856 , 10 , 0.1 , 0.05 ,27.3356
7.20207, 15.4623 , 10 , 0.1 , 0.05 ,25.6123
7.20539, 14.7667 , 10 , 0.1 , 0.05 ,24.9167
7.20872, 15.7727 , 10 , 0.1 , 0.05 ,25.9227
7.21204, 16.5655 , 10 , 0.1 , 0.05 ,26.7155
7.21536, 15.9814 , 10 , 0.1 , 0.05 ,26.1314
7.21869, 16.7412 , 10 , 0.1 , 0.05 ,26.8912
7.22201, 17.0292 , 10 , 0.1 , 0.05 ,27.1792
7.22533, 16.3615 , 10 , 0.1 , 0.05 ,26.5115
7.22866, 17.1643 , 10 , 0.1 , 0.05 ,27.3143
7.23198, 16.8484 , 10 , 0.1 , 0.05 ,26.9984
7.2353, 17.2593 , 10 , 0.1 , 0.05 ,27.4093
7.23863, 17.4104 , 10 , 0.1 , 0.05 ,27.5604
7.24195, 16.6297 , 10 , 0.1 , 0.05 ,26.7797
7.24527, 16.8166 , 10 , 0.1 , 0.05 ,26.9666
7.2486, 15.5882 , 10 , 0.1 , 0.05 ,25.7382
7.25192, 16.2767 , 10 , 0.1 , 0.05 ,26.4267
7.25524, 16.2943 , 10 , 0.1 , 0.05 ,26.4443
7.25857, 15.2915 , 10 , 0.1 , 0.05 ,25.4415
7.26189, 15.5857 , 10 , 0.1 , 0.05 ,25.7357
7.26521, 15.5944 , 10 , 0.1 , 0.05 ,25.7444
7.26854, 17.0943 , 10 , 0.1 , 0.05 ,27.2443
7.27186, 16.9782 , 10 , 0.1 , 0.05 ,27.1282
7.27518, 16.553 , 10 , 0.1 , 0.05 ,26.703
7.27851, 17.7573 , 10 , 0.1 , 0.05 ,27.9073
7.28183, 17.9609 , 10 , 0.1 , 0.05 ,28.1109
7.28515, 17.4408 , 10 , 0.1 , 0.05 ,27.5908
7.28848, 17.6168 , 10 , 0.1 , 0.05 ,27.7668
7.2918, 17.8826 , 10 , 0.1 , 0.05 ,28.0326
7.29512, 15.4332 , 10 , 0.1 , 0.05 ,25.5832
7.29845, 14.7577 , 10 , 0.1 , 0.05 ,24.9077
7.30177, 16.1159 , 10 , 0.1 , 0.05 ,26.2659
7.30509, 16.2001 , 10 , 0.1 , 0.05 ,26.3501
7.30842, 15.5643 , 10 , 0.1 , 0.05 ,25.7143
7.31174, 15.2506 , 10 , 0.1 , 0.05 ,25.4006
7.31506, 16.6825 , 10 , 0.1 , 0.05 ,26.8325
7.31839, 16.7067 , 10 , 0.1 , 0.05 ,26.8567
7.32171, 16.6863 , 10 , 0.1 , 0.05 ,26.8363
7.32503, 16.7215 , 10 , 0.1 , 0.05 ,26.8715
7.32836, 15.1831 , 10 , 0.1 , 0.05 ,25.3331
7.33168, 16.5863 , 10 , 0.1 , 0.05 ,26.7363
7.335, 17.4925 , 10 , 0.1 , 0.05 ,27.6425
7.33833, 15.6189 , 10 , 0.1 , 0.05 ,25.7689
7.34165, 15.1629 , 10 , 0.1 , 0.05 ,25.3129
7.34497, 15.1461 , 10 , 0.1 , 0.05 ,25.2961
7.3483, 15.321 , 10 , 0.1 , 0.05 ,25.471
7.35162, 15.597 , 10 , 0.1 , 0.05 ,25.747
7.35494, 15.7923 , 10 , 0.1 , 0.05 ,25.9423
7.35827, 15.9011 , 10 , 0.1 , 0.05 ,26.0511
7.36159, 16.7472 , 10 , 0.1 , 0.05 ,26.8972
7.36491, 18.0163 , 10 , 0.1 , 0.05 ,28.1663
7.36824, 17.7671 , 10 , 0.1 , 0.05 ,27.9171
7.37156, 21.6631 , 10 , 0.1 , 0.05 ,31.8131
7.37488, 21.953 , 10 , 0.1 , 0.05 ,32.103
7.37821, 19.7111 , 10 , 0.1 , 0.05 ,29.8611
7.38153, 17.9952 , 10 , 0.1 , 0.05 ,28.1452
7.38485, 18.1129 , 10 , 0.1 , 0.05 ,28.2629
7.38818, 18.3287 , 10 , 0.1 , 0.05 ,28.4787
7.3915, 19.0974 , 10 , 0.1 , 0.05 ,29.2474
7.39482, 18.1276 , 10 , 0.1 , 0.05 ,28.2776
7.39815, 18.2179 , 10 , 0.1 , 0.05 ,28.3679
7.40147, 16.8947 , 10 , 0.1 , 0.05 ,27.0447
7.40479, 16.8416 , 10 , 0.1 , 0.05 ,26.9916
7.40812, 16.0695 , 10 , 0.1 , 0.05 ,26.2195
7.41144, 15.1674 , 10 , 0.1 , 0.05 ,25.3174
7.41476, 17.2078 , 10 , 0.1 , 0.05 ,27.3578
7.41809, 17.5047 , 10 , 0.1 , 0.05 ,27.6547
7.42141, 16.2997 , 10 , 0.1 , 0.05 ,26.4497
7.42473, 18.3757 , 10 , 0.1 , 0.05 ,28.5257
7.42806, 18.4349 , 10 , 0.1 , 0.05 ,28.5849
7.43138, 16.1719 , 10 , 0.1 , 0.05 ,26.3219
7.4347, 16.7973 , 10 , 0.1 , 0.05 ,26.9473
7.43803, 18.1187 , 10 , 0.1 , 0.05 ,28.2687
7.44135, 19.8922 , 10 , 0.1 , 0.05 ,30.0422
7.44467, 21.1426 , 10 , 0.1 , 0.05 ,31.2926
7.448, 20.655 , 10 , 0.1 , 0.05 ,30.805
7.45132, 19.164 , 10 , 0.1 , 0.05 ,29.314
7.45464, 20.6402 , 10 , 0.1 , 0.05 ,30.7902
7.45797, 21.1124 , 10 , 0.1 , 0.05 ,31.2624
7.46129, 19.7669 , 10 , 0.1 , 0.05 ,29.9169
7.46461, 20.4923 , 10 , 0.1 , 0.05 ,30.6423
7.46794, 19.7734 , 10 , 0.1 , 0.05 ,29.9234
7.47126, 19.3923 , 10 , 0.1 , 0.05 ,29.5423
7.47458, 19.0682 , 10 , 0.1 , 0.05 ,29.2182
7.47791, 17.2823 , 10 , 0.1 , 0.05 ,27.4323
7.48123, 17.683 , 10 , 0.1 , 0.05 ,27.833
7.48455, 19.5791 , 10 , 0.1 , 0.05 ,29.7291
7.48788, 16.9978 , 10 , 0.1 , 0.05 ,27.1478
7.4912, 18.8268 , 10 , 0.1 , 0.05 ,28.9768
7.49452, 19.1777 , 10 , 0.1 , 0.05 ,29.3277
7.49785, 19.2853 , 10 , 0.1 , 0.05 ,29.4353
7.50117, 17.8082 , 10 , 0.1 , 0.05 ,27.9582
7.50449, 18.3095 , 10 , 0.1 , 0.05 ,28.4595
7.50782, 18.1731 , 10 , 0.1 , 0.05 ,28.3231
7.51114, 16.6114 , 10 , 0.1 , 0.05 ,26.7614
7.51446, 17.8808 , 10 , 0.1 , 0.05 ,28.0308
7.51779, 17.8273 , 10 , 0.1 , 0.05 ,27.9773
7.52111, 16.8387 , 10 , 0.1 , 0.05 ,26.9887
7.52443, 18.4101 , 10 , 0.1 , 0.05 ,28.5601
7.52776, 18.5383 , 10 , 0.1 , 0.05 ,28.6883
7.53108, 17.4445 , 10 , 0.1 , 0.05 ,27.5945
7.5344, 18.2592 , 10 , 0.1 , 0.05 ,28.4092
7.53773, 17.4734 , 10 , 0.1 , 0.05 ,27.6234
7.54105, 16.4325 , 10 , 0.1 , 0.05 ,26.5825
7.54437, 15.9865 , 10 , 0.1 , 0.05 ,26.1365
7.5477, 16.8412 , 10 , 0.1 , 0.05 ,26.9912
7.55102, 17.5635 , 10 , 0.1 , 0.05 ,27.7135
7.55434, 17.6555 , 10 , 0.1 , 0.05 ,27.8055
7.55767, 16.6744 , 10 , 0.1 , 0.05 ,26.8244
7.56099, 16.5911 , 10 , 0.1 , 0.05 ,26.7411
7.56431, 16.1547 , 10 , 0.1 , 0.05 ,26.3047
7.56764, 16.0345 , 10 , 0.1 , 0.05 ,26.1845
7.57096, 16.5233 , 10 , 0.1 , 0.05 ,26.6733
7.57428, 15.4533 , 10 , 0.1 , 0.05 ,25.6033
7.57761, 15.0417 , 10 , 0.1 , 0.05 ,25.1917
7.58093, 15.94 , 10 , 0.1 , 0.05 ,26.09
7.58425, 16.4685 , 10 , 0.1 , 0.05 ,26.6185
7.58758, 16.6723 , 10 , 0.1 , 0.05 ,26.8223
7.5909, 16.8116 , 10 , 0.1 , 0.05 ,26.9616
7.59422, 16.348 , 10 , 0.1 , 0.05 ,26.498
7.59755, 15.9114 , 10 , 0.1 , 0.05 ,26.0614
7.60087, 15.1524 , 10 , 0.1 , 0.05 ,25.3024
7.60419, 15.9296 , 10 , 0.1 , 0.05 ,26.0796
7.60752, 15.9148 , 10 , 0.1 , 0.05 ,26.0648
7.61084, 15.3799 , 10 , 0.1 , 0.05 ,25.5299
7.61416, 17.136 , 10 , 0.1 , 0.05 ,27.286
7.61748, 17.3452 , 10 , 0.1 , 0.05 ,27.4952
7.62081, 16.0774 , 10 , 0.1 , 0.05 ,26.2274
7.62413, 15.6702 , 10 , 0.1 , 0.05 ,25.8202
7.62745, 15.6771 , 10 , 0.1 , 0.05 ,25.8271
7.63078, 17.921 , 10 , 0.1 , 0.05 ,28.071
7.6341, 17.8268 , 10 , 0.1 , 0.05 ,27.9768
7.63742, 17.7842 , 10 , 0.1 , 0.05 ,27.9342
7.64075, 17.5381 , 10 , 0.1 , 0.05 ,27.6881
7.64407, 15.3572 , 10 , 0.1 , 0.05 ,25.5072
7.64739, 15.2097 , 10 , 0.1 , 0.05 ,25.3597
7.65072, 15.1174 , 10 , 0.1 , 0.05 ,25.2674
7.65404, 17.3326 , 10 , 0.1 , 0.05 ,27.4826
7.65736, 17.0768 , 10 , 0.1 , 0.05 ,27.2268
7.66069, 16.6546 , 10 , 0.1 , 0.05 ,26.8046
7.66401, 16.363 , 10 , 0.1 , 0.05 ,26.513
7.66733, 16.2216 , 10 , 0.1 , 0.05 ,26.3716
7.67066, 16.43 , 10 , 0.1 , 0.05 ,26.58
7.67398, 15.7111 , 10 , 0.1 , 0.05 ,25.8611
7.6773, 15.3563 , 10 , 0.1 , 0.05 ,25.5063
7.68063, 16.5808 , 10 , 0.1 , 0.05 ,26.7308
7.68395, 17.1413 , 10 , 0.1 , 0.05 ,27.2913
7.68727, 18.0337 , 10 , 0.1 , 0.05 ,28.1837
7.6906, 17.3481 , 10 , 0.1 , 0.05 ,27.4981
7.69392, 16.3202 , 10 , 0.1 , 0.05 ,26.4702
7.69724, 15.3546 , 10 , 0.1 , 0.05 ,25.5046
7.70057, 15.7586 , 10 , 0.1 , 0.05 ,25.9086
7.70389, 15.7185 , 10 , 0.1 , 0.05 ,25.8685
7.70721, 15.79 , 10 , 0.1 , 0.05 ,25.94
7.71054, 15.3198 , 10 , 0.1 , 0.05 ,25.4698
7.71386, 17.7224 , 10 , 0.1 , 0.05 ,27.8724
7.71718, 16.2374 , 10 , 0.1 , 0.05 ,26.3874
7.72051, 15.7679 , 10 , 0.1 , 0.05 ,25.9179
7.72383, 16.7655 , 10 , 0.1 , 0.05 ,26.9155
7.72715, 16.8874 , 10 , 0.1 , 0.05 ,27.0374
7.73048, 17.5739 , 10 , 0.1 , 0.05 ,27.7239
7.7338, 18.1781 , 10 , 0.1 , 0.05 ,28.3281
7.73712, 18.0961 , 10 , 0.1 , 0.05 ,28.2461
7.74045, 18.2701 , 10 , 0.1 , 0.05 ,28.4201
7.74377, 17.97 , 10 , 0.1 , 0.05 ,28.12
7.74709, 18.0563 , 10 , 0.1 , 0.05 ,28.2063
7.75042, 18.0064 , 10 , 0.1 , 0.05 ,28.1564
7.75374, 17.0105 , 10 , 0.1 , 0.05 ,27.1605
7.75706, 17.2656 , 10 , 0.1 , 0.05 ,27.4156
7.76039, 17.1341 , 10 , 0.1 , 0.05 ,27.2841
7.76371, 17.0564 , 10 , 0.1 , 0.05 ,27.2064
7.76703, 16.4786 , 10 , 0.1 , 0.05 ,26.6286
7.77036, 19.2965 , 10 , 0.1 , 0.05 ,29.4465
