4:29:54 PM 01-09-2019
ORBIT Version: 0.1.98
Username:     Med X Stream
Computer:     DRSHD-0710-041C
Filename:     D:\Projects\Virtek Vision\7169005365 LPS-7\01_PLCE_120Vac60Hz_L2
Spectrum Analyzer:          RSESL6          Datapoints:                500 
<BEGIN LIMIT FILE: C:\Program Files\Orbit\Limits\FCC Verification\10 KHz FCC_CE_ClassA_LISN.txt>
2
A m p l i t u d e  ( d B u V )
10
30
10
23
1
factor file # name
FCC Part 15 Class A - Quasi-Peak
220
150
0,0,255
Blank1
4
0.15
79
0.5
79
0.5
73
30
73
FCC Part 15 Class A - Average
220
220
0,0,127
Blank1
4
0.15
66
0.5
66
0.5
60
30
60
AUTOFACTOR Atten 10dB
AUTOFACTOR Cable 276 PLCE - 3m
AUTOFACTOR LISN 303 - L2
<END LIMIT FILE>
Frequency,Raw Reading,Atten 10dB Factor,Cable 276 PLCE - 3m Factor,LISN 303 - L2 Factor,Level
0.329459, 17.6526 , 10 , 0.0652 , 0.02 ,27.7378
0.332782, 17.8219 , 10 , 0.0659 , 0.02 ,27.9078
0.336106, 17.0848 , 10 , 0.0665 , 0.02 ,27.1713
0.339429, 17.1067 , 10 , 0.0672 , 0.02 ,27.1939
0.342752, 19.3969 , 10 , 0.0679 , 0.02 ,29.4848
0.346075, 19.3761 , 10 , 0.0686 , 0.02 ,29.4647
0.349399, 17.6447 , 10 , 0.0692 , 0.02 ,27.7339
0.352722, 17.6735 , 10 , 0.0699 , 0.02 ,27.7634
0.356045, 19.7782 , 10 , 0.0706 , 0.02 ,29.8688
0.359369, 19.4388 , 10 , 0.0713 , 0.02 ,29.5301
0.362692, 17.4711 , 10 , 0.072 , 0.02 ,27.5631
0.366015, 17.8541 , 10 , 0.0726 , 0.02 ,27.9467
0.369339, 17.9332 , 10 , 0.0733 , 0.02 ,28.0265
0.372662, 18.5447 , 10 , 0.074 , 0.02 ,28.6387
0.375985, 18.2129 , 10 , 0.0746 , 0.02 ,28.3075
0.379309, 17.9566 , 10 , 0.0753 , 0.02 ,28.0519
0.382632, 18.9021 , 10 , 0.076 , 0.02 ,28.9981
0.385955, 19.5055 , 10 , 0.0767 , 0.02 ,29.6022
0.389279, 17.9436 , 10 , 0.0774 , 0.02 ,28.041
0.392602, 17.5027 , 10 , 0.078 , 0.02 ,27.6007
0.395925, 17.3418 , 10 , 0.0787 , 0.02 ,27.4405
0.399248, 16.5301 , 10 , 0.0794 , 0.02 ,26.6295
0.402572, 17.0735 , 10 , 0.0801 , 0.02 ,27.1736
0.405895, 17.8814 , 10 , 0.0807 , 0.02 ,27.9821
0.409218, 17.4865 , 10 , 0.0814 , 0.02 ,27.5879
0.412542, 17.3029 , 10 , 0.0821 , 0.02 ,27.405
0.415865, 17.4533 , 10 , 0.0827 , 0.02 ,27.556
0.419188, 16.6429 , 10 , 0.0834 , 0.02 ,26.7463
0.422512, 15.6399 , 10 , 0.0841 , 0.02 ,25.744
0.425835, 17.0683 , 10 , 0.0848 , 0.0116 ,27.1647
0.429158, 17.4288 , 10 , 0.0855 , 0.0171 ,27.5314
0.432482, 17.1564 , 10 , 0.0861 , 0.0142 ,27.2567
0.435805, 18.0055 , 10 , 0.0868 , 0.0146 ,28.1069
0.439128, 18.2412 , 10 , 0.0875 , 0.02 ,28.3487
0.442452, 17.3463 , 10 , 0.0882 , 0.02 ,27.4545
0.445775, 17.5253 , 10 , 0.0888 , 0.02 ,27.6341
0.449098, 18.5992 , 10 , 0.0895 , 0.0174 ,28.7061
0.452422, 19.3612 , 10 , 0.0902 , 0.0111 ,29.4625
0.455745, 17.7787 , 10 , 0.0909 , 0.01 ,27.8796
0.459068, 16.2168 , 10 , 0.0915 , 0.0114 ,26.3197
0.462391, 18.0203 , 10 , 0.0922 , 0.0177 ,28.1302
0.465715, 18.4813 , 10 , 0.0929 , 0.02 ,28.5942
0.469038, 16.9989 , 10 , 0.0936 , 0.0198 ,27.1123
0.472361, 16.6867 , 10 , 0.0942 , 0.0134 ,26.7943
0.475685, 18.6385 , 10 , 0.0949 , 0.0129 ,28.7463
0.479008, 18.6847 , 10 , 0.0956 , 0.0192 ,28.7995
0.482331, 17.5409 , 10 , 0.0963 , 0.02 ,27.6572
0.485655, 17.4698 , 10 , 0.0969 , 0.0183 ,27.585
0.488978, 17.8968 , 10 , 0.0976 , 0.0121 ,28.0065
0.492301, 17.9326 , 10 , 0.0983 , 0.01 ,28.0409
0.495625, 17.3823 , 10 , 0.099 , 0.0104 ,27.4917
0.498948, 18.0708 , 10 , 0.0997 , 0.0167 ,28.1872
0.502271, 18.305 , 10 , 0.1 , 0.017 ,28.422
0.505595, 17.5158 , 10 , 0.1 , 0.0108 ,27.6266
0.508918, 17.5036 , 10 , 0.1 , 0.0155 ,27.6191
0.512241, 16.3334 , 10 , 0.1 , 0.02 ,26.4534
0.515564, 16.7925 , 10 , 0.1 , 0.02 ,26.9125
0.518888, 17.2657 , 10 , 0.1 , 0.02 ,27.3857
0.522211, 17.2391 , 10 , 0.1 , 0.0195 ,27.3586
0.525534, 17.3865 , 10 , 0.1 , 0.0132 ,27.4997
0.528858, 16.9549 , 10 , 0.1 , 0.013 ,27.0679
0.532181, 17.0109 , 10 , 0.1 , 0.0193 ,27.1302
0.535504, 17.2997 , 10 , 0.1 , 0.02 ,27.4197
0.538828, 17.42 , 10 , 0.1 , 0.02 ,27.54
0.542151, 16.573 , 10 , 0.1 , 0.02 ,26.693
0.545474, 17.1759 , 10 , 0.1 , 0.0155 ,27.2914
0.548798, 16.5025 , 10 , 0.1 , 0.01 ,26.6125
0.552121, 16.917 , 10 , 0.1 , 0.01 ,27.027
0.555444, 17.0955 , 10 , 0.1 , 0.0133 ,27.2088
0.558768, 16.938 , 10 , 0.1 , 0.0195 ,27.0575
0.562091, 17.6793 , 10 , 0.1 , 0.02 ,27.7993
0.565414, 18.2881 , 10 , 0.1 , 0.02 ,28.4081
0.568737, 17.7696 , 10 , 0.1 , 0.02 ,27.8896
0.572061, 17.46 , 10 , 0.1 , 0.02 ,27.58
0.575384, 17.4415 , 10 , 0.1 , 0.0192 ,27.5607
0.578707, 17.5477 , 10 , 0.1 , 0.0129 ,27.6606
0.582031, 16.7811 , 10 , 0.1 , 0.0133 ,26.8944
0.585354, 17.28 , 10 , 0.1 , 0.0196 ,27.3996
0.588677, 17.0305 , 10 , 0.1 , 0.0142 ,27.1447
0.592001, 18.1898 , 10 , 0.1 , 0.0121 ,28.3019
0.595324, 18.4727 , 10 , 0.1 , 0.0184 ,28.5911
0.598647, 17.2216 , 10 , 0.1 , 0.02 ,27.3416
0.601971, 17.1539 , 10 , 0.1 , 0.02 ,27.2739
0.605294, 16.5645 , 10 , 0.1 , 0.02 ,26.6845
0.608617, 17.2226 , 10 , 0.1 , 0.0164 ,27.339
0.611941, 17.3642 , 10 , 0.1 , 0.0102 ,27.4744
0.615264, 17.0592 , 10 , 0.1 , 0.0151 ,27.1743
0.618587, 16.7315 , 10 , 0.1 , 0.0197 ,26.8512
0.62191, 16.4116 , 10 , 0.1 , 0.0151 ,26.5267
0.625234, 16.4782 , 10 , 0.1 , 0.0106 ,26.5888
0.628557, 17.3665 , 10 , 0.1 , 0.01 ,27.4765
0.63188, 17.4865 , 10 , 0.1 , 0.01 ,27.5965
0.635204, 17.3633 , 10 , 0.1 , 0.0129 ,27.4762
0.638527, 17.2117 , 10 , 0.1 , 0.0175 ,27.3292
0.64185, 16.8235 , 10 , 0.1 , 0.02 ,26.9435
0.645174, 16.8175 , 10 , 0.1 , 0.02 ,26.9375
0.648497, 17.5811 , 10 , 0.1 , 0.02 ,27.7011
0.65182, 16.8888 , 10 , 0.1 , 0.02 ,27.0088
0.655144, 17.5811 , 10 , 0.1 , 0.02 ,27.7011
0.658467, 17.5634 , 10 , 0.1 , 0.0155 ,27.6789
0.66179, 16.6964 , 10 , 0.1 , 0.011 ,26.8074
0.665114, 17.1294 , 10 , 0.1 , 0.0135 ,27.2429
0.668437, 17.5212 , 10 , 0.1 , 0.018 ,27.6392
0.67176, 16.9812 , 10 , 0.1 , 0.02 ,27.1012
0.675084, 17.9241 , 10 , 0.1 , 0.02 ,28.0441
0.678407, 17.1655 , 10 , 0.1 , 0.0184 ,27.2839
0.68173, 17.7663 , 10 , 0.1 , 0.014 ,27.8803
0.685053, 16.5039 , 10 , 0.1 , 0.0105 ,26.6144
0.688377, 16.1985 , 10 , 0.1 , 0.0151 ,26.3136
0.6917, 17.963 , 10 , 0.1 , 0.0196 ,28.0826
0.695023, 18.3089 , 10 , 0.1 , 0.0159 ,28.4248
0.698347, 17.5858 , 10 , 0.1 , 0.0114 ,27.6972
0.70167, 16.8267 , 10 , 0.1 , 0.0131 ,26.9398
0.704993, 18.4043 , 10 , 0.1 , 0.0176 ,28.5219
0.708317, 18.2748 , 10 , 0.1 , 0.02 ,28.3948
0.71164, 17.5126 , 10 , 0.1 , 0.02 ,27.6326
0.714963, 17.0736 , 10 , 0.1 , 0.02 ,27.1936
0.718287, 18.1418 , 10 , 0.1 , 0.02 ,28.2618
0.72161, 16.728 , 10 , 0.1 , 0.0198 ,26.8478
0.724933, 17.3133 , 10 , 0.1 , 0.0153 ,27.4286
0.728257, 17.3617 , 10 , 0.1 , 0.0108 ,27.4725
0.73158, 17.2393 , 10 , 0.1 , 0.01 ,27.3493
0.734903, 16.6764 , 10 , 0.1 , 0.01 ,26.7864
0.738226, 16.561 , 10 , 0.1 , 0.0127 ,26.6737
0.74155, 16.8629 , 10 , 0.1 , 0.0172 ,26.9801
0.744873, 16.5752 , 10 , 0.1 , 0.02 ,26.6952
0.748196, 17.5816 , 10 , 0.1 , 0.02 ,27.7016
0.75152, 17.6205 , 10 , 0.1 , 0.02 ,27.7405
0.754843, 17.3268 , 10 , 0.1 , 0.02 ,27.4468
0.758166, 16.4225 , 10 , 0.1 , 0.02 ,26.5425
0.76149, 17.2981 , 10 , 0.1 , 0.0157 ,27.4138
0.764813, 17.5466 , 10 , 0.1 , 0.0112 ,27.6578
0.768136, 17.1819 , 10 , 0.1 , 0.01 ,27.2919
0.77146, 16.3622 , 10 , 0.1 , 0.01 ,26.4722
0.774783, 18.0879 , 10 , 0.1 , 0.0123 ,28.2002
0.778106, 18.0305 , 10 , 0.1 , 0.0168 ,28.1473
0.78143, 18.5896 , 10 , 0.1 , 0.02 ,28.7096
0.784753, 18.564 , 10 , 0.1 , 0.02 ,28.684
0.788076, 18.6138 , 10 , 0.1 , 0.02 ,28.7338
0.791399, 17.4656 , 10 , 0.1 , 0.02 ,27.5856
0.794723, 16.4797 , 10 , 0.1 , 0.02 ,26.5997
0.798046, 17.7323 , 10 , 0.1 , 0.02 ,27.8523
0.801369, 17.6373 , 10 , 0.1 , 0.02 ,27.7573
0.804693, 17.0265 , 10 , 0.1 , 0.0171 ,27.1436
0.808016, 16.6159 , 10 , 0.1 , 0.0126 ,26.7285
0.811339, 16.7569 , 10 , 0.1 , 0.0119 ,26.8688
0.814663, 16.8761 , 10 , 0.1 , 0.0164 ,26.9925
0.817986, 16.2643 , 10 , 0.1 , 0.02 ,26.3843
0.821309, 16.948 , 10 , 0.1 , 0.02 ,27.068
0.824633, 17.3451 , 10 , 0.1 , 0.02 ,27.4651
0.827956, 17.8801 , 10 , 0.1 , 0.02 ,28.0001
0.831279, 17.7809 , 10 , 0.1 , 0.02 ,27.9009
0.834603, 17.5583 , 10 , 0.1 , 0.0165 ,27.6748
0.837926, 17.545 , 10 , 0.1 , 0.012 ,27.657
0.841249, 18.7883 , 10 , 0.1 , 0.0125 ,28.9008
0.844572, 18.7613 , 10 , 0.1 , 0.017 ,28.8783
0.847896, 17.3559 , 10 , 0.1 , 0.02 ,27.4759
0.851219, 16.9737 , 10 , 0.1 , 0.02 ,27.0937
0.854542, 16.9644 , 10 , 0.1 , 0.02 ,27.0844
0.857866, 17.2425 , 10 , 0.1 , 0.0176 ,27.3601
0.861189, 17.3429 , 10 , 0.1 , 0.0143 ,27.4572
0.864512, 18.5512 , 10 , 0.1 , 0.0111 ,28.6623
0.867836, 18.1888 , 10 , 0.1 , 0.0122 ,28.301
0.871159, 16.3909 , 10 , 0.1 , 0.0154 ,26.5063
0.874482, 16.35 , 10 , 0.1 , 0.0187 ,26.4687
0.877806, 15.7754 , 10 , 0.1 , 0.02 ,25.8954
0.881129, 18.0263 , 10 , 0.1 , 0.02 ,28.1463
0.884452, 18.4208 , 10 , 0.1 , 0.02 ,28.5408
0.887776, 16.814 , 10 , 0.1 , 0.02 ,26.934
0.891099, 17.095 , 10 , 0.1 , 0.02 ,27.215
0.894422, 18.2941 , 10 , 0.1 , 0.02 ,28.4141
0.897745, 18.2924 , 10 , 0.1 , 0.0185 ,28.4109
0.901069, 18.3707 , 10 , 0.1 , 0.0152 ,28.4859
0.904392, 18.0123 , 10 , 0.1 , 0.012 ,28.1243
0.907715, 16.1299 , 10 , 0.1 , 0.01 ,26.2399
0.911039, 18.1759 , 10 , 0.1 , 0.01 ,28.2859
0.914362, 18.5275 , 10 , 0.1 , 0.01 ,28.6375
0.917685, 18.3673 , 10 , 0.1 , 0.0111 ,28.4784
0.921009, 17.2959 , 10 , 0.1 , 0.0144 ,27.4103
0.924332, 17.6548 , 10 , 0.1 , 0.0176 ,27.7724
0.927655, 17.7074 , 10 , 0.1 , 0.0191 ,27.8265
0.930979, 16.7786 , 10 , 0.1 , 0.0159 ,26.8945
0.934302, 19.8579 , 10 , 0.1 , 0.0126 ,29.9705
0.937625, 19.8717 , 10 , 0.1 , 0.01 ,29.9817
0.940949, 19.5035 , 10 , 0.1 , 0.01 ,29.6135
0.944272, 17.9287 , 10 , 0.1 , 0.01 ,28.0387
0.947595, 17.6256 , 10 , 0.1 , 0.0104 ,27.736
0.950919, 17.3609 , 10 , 0.1 , 0.0137 ,27.4746
0.954242, 17.2546 , 10 , 0.1 , 0.017 ,27.3716
0.957565, 17.3053 , 10 , 0.1 , 0.0198 ,27.4251
0.960888, 17.7576 , 10 , 0.1 , 0.0165 ,27.8741
0.964212, 17.2089 , 10 , 0.1 , 0.0133 ,27.3222
0.967535, 16.5598 , 10 , 0.1 , 0.01 ,26.6698
0.970858, 17.3228 , 10 , 0.1 , 0.0133 ,27.4361
0.974182, 17.5868 , 10 , 0.1 , 0.0165 ,27.7033
0.977505, 18.0398 , 10 , 0.1 , 0.0198 ,28.1596
0.980828, 18.4042 , 10 , 0.1 , 0.02 ,28.5242
0.984152, 15.6733 , 10 , 0.1 , 0.02 ,25.7933
0.987475, 18.3156 , 10 , 0.1 , 0.02 ,28.4356
0.990798, 18.6122 , 10 , 0.1 , 0.0172 ,28.7294
0.994122, 19.1705 , 10 , 0.1 , 0.0139 ,29.2844
0.997445, 18.0302 , 10 , 0.1 , 0.0106 ,28.1408
1.00077, 17.5454 , 10 , 0.1 , 0.01 ,27.6554
1.00409, 16.2939 , 10 , 0.1 , 0.01 ,26.4039
1.00741, 16.451 , 10 , 0.1 , 0.01 ,26.561
1.01074, 17.3424 , 10 , 0.1 , 0.0124 ,27.4548
1.01406, 17.344 , 10 , 0.1 , 0.0156 ,27.4596
1.01738, 17.258 , 10 , 0.1 , 0.0189 ,27.3769
1.02071, 19.6144 , 10 , 0.1 , 0.0179 ,29.7323
1.02403, 19.2588 , 10 , 0.1 , 0.0146 ,29.3734
1.02735, 17.9014 , 10 , 0.1 , 0.0114 ,28.0128
1.03068, 17.8772 , 10 , 0.1 , 0.0119 ,27.9891
1.034, 17.1855 , 10 , 0.1 , 0.0152 ,27.3007
1.03732, 17.1442 , 10 , 0.1 , 0.0185 ,27.2627
1.04065, 17.5984 , 10 , 0.1 , 0.0183 ,27.7167
1.04397, 16.9496 , 10 , 0.1 , 0.015 ,27.0646
1.04729, 16.7257 , 10 , 0.1 , 0.0118 ,26.8375
1.05062, 16.7712 , 10 , 0.1 , 0.0115 ,26.8827
1.05394, 17.5672 , 10 , 0.1 , 0.0147 ,27.6819
1.05726, 17.3197 , 10 , 0.1 , 0.018 ,27.4377
1.06059, 16.8656 , 10 , 0.1 , 0.0188 ,26.9844
1.06391, 15.8473 , 10 , 0.1 , 0.0155 ,25.9628
1.06723, 16.2852 , 10 , 0.1 , 0.0123 ,26.3975
1.07056, 16.3955 , 10 , 0.1 , 0.01 ,26.5055
1.07388, 16.6064 , 10 , 0.1 , 0.01 ,26.7164
1.0772, 16.5385 , 10 , 0.1 , 0.01 ,26.6485
1.08053, 16.5433 , 10 , 0.1 , 0.0108 ,26.6541
1.08385, 16.8172 , 10 , 0.1 , 0.0141 ,26.9313
1.08717, 16.9133 , 10 , 0.1 , 0.0174 ,27.0307
1.0905, 16.8582 , 10 , 0.1 , 0.0194 ,26.9776
1.09382, 16.8332 , 10 , 0.1 , 0.0161 ,26.9493
1.09714, 16.3527 , 10 , 0.1 , 0.0129 ,26.4656
1.10047, 17.1985 , 10 , 0.1 , 0.0104 ,27.3089
1.10379, 17.2365 , 10 , 0.1 , 0.0136 ,27.3501
1.10711, 16.5847 , 10 , 0.1 , 0.0169 ,26.7016
1.11044, 16.8038 , 10 , 0.1 , 0.02 ,26.9238
1.11376, 17.65 , 10 , 0.1 , 0.02 ,27.77
1.11708, 17.6127 , 10 , 0.1 , 0.02 ,27.7327
1.12041, 16.7181 , 10 , 0.1 , 0.02 ,26.8381
1.12373, 17.865 , 10 , 0.1 , 0.02 ,27.985
1.12705, 17.0498 , 10 , 0.1 , 0.02 ,27.1698
1.13038, 16.1222 , 10 , 0.1 , 0.02 ,26.2422
1.1337, 16.3617 , 10 , 0.1 , 0.02 ,26.4817
1.13702, 16.6872 , 10 , 0.1 , 0.02 ,26.8072
1.14035, 16.7146 , 10 , 0.1 , 0.02 ,26.8346
1.14367, 17.258 , 10 , 0.1 , 0.0173 ,27.3753
1.14699, 17.4406 , 10 , 0.1 , 0.014 ,27.5546
1.15032, 17.7982 , 10 , 0.1 , 0.0108 ,27.909
1.15364, 18.7947 , 10 , 0.1 , 0.0125 ,28.9072
1.15696, 18.6018 , 10 , 0.1 , 0.0158 ,28.7176
1.16029, 18.6175 , 10 , 0.1 , 0.0191 ,28.7366
1.16361, 17.9163 , 10 , 0.1 , 0.02 ,28.0363
1.16693, 17.5544 , 10 , 0.1 , 0.02 ,27.6744
1.17026, 17.0897 , 10 , 0.1 , 0.02 ,27.2097
1.17358, 16.5823 , 10 , 0.1 , 0.0182 ,26.7005
1.1769, 16.217 , 10 , 0.1 , 0.0154 ,26.3324
1.18023, 16.3892 , 10 , 0.1 , 0.0126 ,26.5018
1.18355, 17.1323 , 10 , 0.1 , 0.0101 ,27.2424
1.18687, 16.3051 , 10 , 0.1 , 0.0125 ,26.4176
1.1902, 19.1678 , 10 , 0.1 , 0.0148 ,29.2826
1.19352, 19.2714 , 10 , 0.1 , 0.0172 ,29.3886
1.19684, 17.0214 , 10 , 0.1 , 0.0195 ,27.1409
1.20017, 18.0728 , 10 , 0.1 , 0.02 ,28.1928
1.20349, 18.0573 , 10 , 0.1 , 0.02 ,28.1773
1.20681, 16.5229 , 10 , 0.1 , 0.02 ,26.6429
1.21014, 16.9203 , 10 , 0.1 , 0.02 ,27.0403
1.21346, 17.3001 , 10 , 0.1 , 0.0187 ,27.4188
1.21678, 17.3231 , 10 , 0.1 , 0.0163 ,27.4394
1.22011, 18.3977 , 10 , 0.1 , 0.014 ,28.5117
1.22343, 18.7168 , 10 , 0.1 , 0.0116 ,28.8284
1.22675, 18.5468 , 10 , 0.1 , 0.01 ,28.6568
1.23008, 16.3579 , 10 , 0.1 , 0.01 ,26.4679
1.2334, 16.5763 , 10 , 0.1 , 0.01 ,26.6863
1.23672, 16.588 , 10 , 0.1 , 0.01 ,26.698
1.24005, 16.2147 , 10 , 0.1 , 0.01 ,26.3247
1.24337, 17.9023 , 10 , 0.1 , 0.01 ,28.0123
1.24669, 17.9971 , 10 , 0.1 , 0.01 ,28.1071
1.25002, 16.3126 , 10 , 0.1 , 0.01 ,26.4226
1.25334, 16.0868 , 10 , 0.1 , 0.01 ,26.1968
1.25666, 17.2641 , 10 , 0.1 , 0.012 ,27.3761
1.25999, 17.558 , 10 , 0.1 , 0.0143 ,27.6723
1.26331, 17.9227 , 10 , 0.1 , 0.0167 ,28.0394
1.26663, 17.7559 , 10 , 0.1 , 0.019 ,27.8749
1.26996, 16.8663 , 10 , 0.1 , 0.02 ,26.9863
1.27328, 16.2155 , 10 , 0.1 , 0.02 ,26.3355
1.2766, 16.4545 , 10 , 0.1 , 0.02 ,26.5745
1.27993, 17.5132 , 10 , 0.1 , 0.02 ,27.6332
1.28325, 17.3344 , 10 , 0.1 , 0.02 ,27.4544
1.28657, 18.3307 , 10 , 0.1 , 0.02 ,28.4507
1.2899, 17.2115 , 10 , 0.1 , 0.02 ,27.3315
1.29322, 17.4338 , 10 , 0.1 , 0.02 ,27.5538
1.29654, 18.2816 , 10 , 0.1 , 0.0198 ,28.4014
1.29987, 17.9562 , 10 , 0.1 , 0.0174 ,28.0736
1.30319, 16.5748 , 10 , 0.1 , 0.015 ,26.6898
1.30651, 16.4155 , 10 , 0.1 , 0.0127 ,26.5282
1.30984, 16.4942 , 10 , 0.1 , 0.0103 ,26.6045
1.31316, 17.6504 , 10 , 0.1 , 0.012 ,27.7624
1.31648, 17.852 , 10 , 0.1 , 0.0144 ,27.9664
1.31981, 17.5038 , 10 , 0.1 , 0.0167 ,27.6205
1.32313, 16.6129 , 10 , 0.1 , 0.0191 ,26.732
1.32645, 16.2899 , 10 , 0.1 , 0.02 ,26.4099
1.32978, 16.2055 , 10 , 0.1 , 0.02 ,26.3255
1.3331, 17.2833 , 10 , 0.1 , 0.02 ,27.4033
1.33642, 17.2871 , 10 , 0.1 , 0.02 ,27.4071
1.33975, 17.6513 , 10 , 0.1 , 0.02 ,27.7713
1.34307, 16.9455 , 10 , 0.1 , 0.02 ,27.0655
1.34639, 17.9298 , 10 , 0.1 , 0.02 ,28.0498
1.34972, 17.7476 , 10 , 0.1 , 0.02 ,27.8676
1.35304, 17.0429 , 10 , 0.1 , 0.02 ,27.1629
1.35636, 17.1837 , 10 , 0.1 , 0.02 ,27.3037
1.35969, 16.4494 , 10 , 0.1 , 0.02 ,26.5694
1.36301, 16.8416 , 10 , 0.1 , 0.02 ,26.9616
1.36633, 15.6518 , 10 , 0.1 , 0.02 ,25.7718
1.36966, 17.1499 , 10 , 0.1 , 0.02 ,27.2699
1.37298, 18.6081 , 10 , 0.1 , 0.02 ,28.7281
1.3763, 18.3654 , 10 , 0.1 , 0.02 ,28.4854
1.37963, 17.0678 , 10 , 0.1 , 0.02 ,27.1878
1.38295, 16.1246 , 10 , 0.1 , 0.02 ,26.2446
1.38627, 16.9676 , 10 , 0.1 , 0.02 ,27.0876
1.3896, 17.2999 , 10 , 0.1 , 0.02 ,27.4199
1.39292, 17.5014 , 10 , 0.1 , 0.02 ,27.6214
1.39624, 17.4407 , 10 , 0.1 , 0.02 ,27.5607
1.39957, 15.9118 , 10 , 0.1 , 0.02 ,26.0318
1.40289, 16.9832 , 10 , 0.1 , 0.02 ,27.1032
